Step,CMAValue
100,1.318163395
200,1.127581835
300,1.012429416
400,1.10666357
500,1.052910376
600,1.071885645
700,1.031298433
800,0.993243121
900,0.937137915
1000,0.892956641
1100,0.84855644
1200,0.846103134
1300,0.860174842
1400,0.813568085
1500,0.78715812
1600,0.755320014
1700,0.735653052
1800,0.713984074
1900,0.699863589
2000,0.690967183
2100,0.69326626
2200,0.676980135
2300,0.655005421
2400,0.636451427
2500,0.629168717
2600,0.613949603
2700,0.600693355
2800,0.584797561
2900,0.572214916
3000,0.558991399
3100,0.545894309
3200,0.533922785
3300,0.525202817
3400,0.520795982
3500,0.513015655
3600,0.502459966
3700,0.528140979
3800,0.533974539
3900,0.546701331
4000,0.556367848
4100,0.559821961
4200,0.554612483
4300,0.550311358
4400,0.554309959
4500,0.55073071
4600,0.544989367
4700,0.539977212
4800,0.53387946
4900,0.529270381
5000,0.520801421
5100,0.513443622
5200,0.506907758
5300,0.500058461
5400,0.493247022
5500,0.487021545
5600,0.481940441
5700,0.476522671
5800,0.470581112
5900,0.465723617
6000,0.461364663
6100,0.455564015
6200,0.450637432
6300,0.446836628
6400,0.441583685
6500,0.436842368
6600,0.431810689
6700,0.427230578
6800,0.422196051
6900,0.417810715
7000,0.414229404
7100,0.409793148
7200,0.40499007
7300,0.40047019
7400,0.396287046
7500,0.393308846
7600,0.389243191
7700,0.385201359
7800,0.382336101
7900,0.378305732
8000,0.374414339
8100,0.371489418
8200,0.368773923
8300,0.365907734
8400,0.363344722
8500,0.35982622
8600,0.357501388
8700,0.354103202
8800,0.351258937
8900,0.347714353
9000,0.344631059
9100,0.342018631
9200,0.339167604
9300,0.336290444
9400,0.333137396
9500,0.330774409
9600,0.328101197
9700,0.325695971
9800,0.322987215
9900,0.320078879
10000,0.31722419
10100,0.314708576
10200,0.312060482
10300,0.309273195
10400,0.306537429
10500,0.304220504
10600,0.301664835
10700,0.299370801
10800,0.297065793
10900,0.294718747
11000,0.292343862
11100,0.290095799
11200,0.287685336
11300,0.28537221
11400,0.283352443
11500,0.280991245
11600,0.278749781
11700,0.276582471
11800,0.274605282
11900,0.273082201
12000,0.271036489
12100,0.270363012
12200,0.268243661
12300,0.266187259
12400,0.264426189
12500,0.262653418
12600,0.260638082
12700,0.258641881
12800,0.257062992
12900,0.255369224
13000,0.25366478
13100,0.251849899
13200,0.250240945
13300,0.248536592
13400,0.246822898
13500,0.24517077
13600,0.243588033
13700,0.242001827
13800,0.240324313
13900,0.238650316
14000,0.237026523
14100,0.235646374
14200,0.23404316
14300,0.232566374
14400,0.231080255
14500,0.229578225
14600,0.228084897
14700,0.226598963
14800,0.225129074
14900,0.223833282
15000,0.222427415





















































































































































