Wall time,Step,Value
1686735267.96308,100,0.30946534872055054
1686735350.35083,200,0.35480237007141113
1686735433.205406,300,0.19661229848861694
1686735516.140695,400,0.3568572402000427
1686735599.214925,500,0.2994927167892456
1686735682.576621,600,0.3549513816833496
1686735765.127571,700,0.17019854485988617
1686735847.132819,800,0.2207772135734558
1686735930.326833,900,0.26149076223373413
1686736013.162718,1000,0.1397973746061325
1686736098.802027,1100,0.22379639744758606
1686736180.74141,1200,0.043650589883327484
1686736263.173885,1300,0.09929117560386658
1686736345.484821,1400,0.07691355049610138
1686736427.514718,1500,0.17972925305366516
1686736510.01777,1600,0.129018634557724
1686736592.434023,1700,0.006301284302026033
1686736668.028274,1800,0.23853184282779694
1686736733.993888,1900,0.0843205600976944
1686736799.588033,2000,0.0793374702334404
1686736868.919473,2100,0.04879919812083244
1686736936.064658,2200,0.2386821210384369
1686737001.502991,2300,0.013230690732598305
1686737067.508389,2400,0.03295881673693657
1686737133.845557,2500,0.014704357832670212
1686737199.422622,2600,0.3830501437187195
1686737265.914371,2700,0.06659182906150818
1686737331.473628,2800,0.035860322415828705
1686737397.397207,2900,0.2360641211271286
1686737462.634686,3000,0.04471711814403534
1686737529.723801,3100,0.09631626307964325
1686737595.183285,3200,0.021327799186110497
1686737660.837697,3300,0.06910116225481033
1686737725.655359,3400,0.011242793872952461
1686737791.078614,3500,0.006130394525825977
1686737856.047377,3600,0.13401682674884796
1686737920.801678,3700,0.021094806492328644
1686737986.947601,3800,0.0038233622908592224
1686738052.098487,3900,0.05085313692688942
1686738117.715989,4000,0.032217953354120255
1686738184.939235,4100,0.008660710416734219
1686738250.291595,4200,0.021035434678196907
1686738315.863462,4300,0.012845467776060104
1686738381.809624,4400,0.10527623444795609
1686738447.431055,4500,0.023118993267416954
1686738513.11774,4600,0.015017567202448845
1686738579.283179,4700,0.18663161993026733
1686738645.142029,4800,0.009645204991102219
1686738710.643117,4900,0.005920969415456057
1686738776.630314,5000,0.019640982151031494
1686738844.469904,5100,0.0980747640132904
1686738910.124015,5200,0.04765130952000618
1686738975.490543,5300,0.010886671021580696
1686739040.782676,5400,0.006903175264596939
1686739106.736328,5500,0.05885755643248558
1686739172.061141,5600,0.00890891533344984
1686739237.532931,5700,0.01012428943067789
1686739303.645682,5800,0.004025422036647797
1686739368.85282,5900,0.11286496371030807
1686739433.947364,6000,0.04776706174015999
1686739501.248237,6100,0.24333946406841278
1686739566.298866,6200,0.015032629482448101
1686739631.720372,6300,0.0191352516412735
1686739697.169495,6400,0.046187613159418106
1686739763.050362,6500,0.010407338850200176
1686739828.349521,6600,0.015633268281817436
1686739894.816989,6700,0.007176585029810667
1686739960.099816,6800,0.052194297313690186
1686740025.579617,6900,0.0860593244433403
1686740090.968205,7000,0.010821560397744179
1686740158.990364,7100,0.05120941251516342
1686740223.594142,7200,0.045035287737846375
1686740288.578713,7300,0.007500770036131144
1686740353.49247,7400,0.04505192115902901
1686740419.20059,7500,0.0070944977924227715
1686740484.699606,7600,0.022157782688736916
1686740549.882378,7700,0.007860296405851841
1686740615.128649,7800,0.06401873379945755
1686740680.828627,7900,0.15176668763160706
1686740746.76668,8000,0.011683503165841103
1686740814.770693,8100,0.010703746229410172
1686740880.112428,8200,0.015794288367033005
1686740945.717062,8300,0.013440703973174095
1686741011.450859,8400,0.12108297646045685
1686741077.239239,8500,0.005442095920443535
1686741143.189828,8600,0.0822410061955452
1686741208.840438,8700,0.0063202534802258015
1686741274.570537,8800,0.008812697604298592
1686741340.646639,8900,0.028615538030862808
1686741406.43993,9000,0.15900498628616333
1686741474.54666,9100,0.004815406631678343
1686741539.607258,9200,0.12057408690452576
1686741604.858543,9300,0.26959747076034546
1686741670.802638,9400,0.01058317068964243
1686741736.486529,9500,0.027433212846517563
1686741801.372654,9600,0.138930082321167
1686741866.309349,9700,0.004094794392585754
1686741931.225804,9800,0.00838254950940609
1686741996.589073,9900,0.007939395494759083
1686742062.323057,10000,0.09333691000938416
1686742130.068728,10100,0.08865033090114594
1686742194.758966,10200,0.058944009244441986
1686742259.188125,10300,0.04873181879520416
1686742324.057735,10400,0.009761272929608822
1686742388.915435,10500,0.008395140990614891
1686742453.346931,10600,0.028827352449297905
1686742518.37951,10700,0.19059622287750244
1686742583.103296,10800,0.009648377075791359
1686742647.594176,10900,0.06295260787010193
1686742712.037821,11000,0.007656314875930548
1686742779.08579,11100,0.12731043994426727
1686742843.496613,11200,0.04758066311478615
1686742908.015889,11300,0.08422089368104935
1686742972.447215,11400,0.09454860538244247
1686743036.893848,11500,0.05693444237112999
1686743101.253359,11600,0.09621784090995789
1686743166.206462,11700,0.021700400859117508
1686743230.922661,11800,0.06250819563865662
1686743295.710196,11900,0.013825534842908382
1686743360.326692,12000,0.058070503175258636
1686743427.624741,12100,0.05675140768289566
1686743492.928996,12200,0.05157492682337761
1686743558.153868,12300,0.1068488284945488
1686743623.215194,12400,0.36237072944641113
1686743687.919952,12500,0.02045873925089836
1686743752.61992,12600,0.006026009563356638
1686743817.204052,12700,0.04364127665758133
1686743882.078165,12800,0.008130260743200779
1686743946.941346,12900,0.16221506893634796
1686744011.828735,13000,0.011339900083839893
1686744079.592373,13100,0.0487881638109684
1686744144.340792,13200,0.08274856954813004
1686744209.155632,13300,0.01255721040070057
1686744274.0101,13400,0.011803584173321724
1686744338.78782,13500,0.05706861615180969
1686744403.186644,13600,0.046024665236473083
1686744467.54688,13700,0.007626622915267944
1686744532.611039,13800,0.008549679070711136
1686744597.307106,13900,0.05341022089123726
1686744662.047905,14000,0.07082931697368622
1686744728.442071,14100,0.009726918302476406
1686744793.049885,14200,0.013817841187119484
1686744857.704694,14300,0.07067487388849258
1686744921.957227,14400,0.013049068860709667
1686744986.416627,14500,0.010424407199025154
1686745050.782086,14600,0.06256040930747986
1686745115.196559,14700,0.17716990411281586
1686745179.891502,14800,0.040301527827978134
1686745244.430672,14900,0.010970084927976131
1686745308.791251,15000,0.04760816693305969
