Wall time,Step,Value
1686132942.985717,100,0.6502865552902222
1686132982.565017,200,0.5424601435661316
1686133022.330884,300,0.32252800464630127
1686133062.262174,400,0.36721426248550415
1686133102.479961,500,0.4499090909957886
1686133142.445707,600,0.22255393862724304
1686133182.5038,700,0.2319360077381134
1686133222.583968,800,0.2588927447795868
1686133262.581313,900,0.22091586887836456
1686133302.690609,1000,0.18831759691238403
1686133344.638201,1100,0.17413330078125
1686133384.734565,1200,0.29062777757644653
1686133424.960037,1300,0.09003211557865143
1686133465.124122,1400,0.22446295619010925
1686133505.355969,1500,0.11798146367073059
1686133545.641495,1600,0.424207478761673
1686133586.022235,1700,0.25566184520721436
1686133626.339741,1800,0.2041833996772766
1686133666.715298,1900,0.18294364213943481
1686133707.32226,2000,0.3323308229446411
1686133749.977012,2100,0.3685828745365143
1686133790.267502,2200,0.30723458528518677
1686133830.52617,2300,0.13074415922164917
1686133870.645893,2400,0.12651599943637848
1686133910.860944,2500,0.32033219933509827
1686133951.061447,2600,0.1664009392261505
1686133991.217391,2700,0.1529046893119812
1686134031.518985,2800,0.2390015423297882
1686134071.831584,2900,0.18245434761047363
1686134112.061642,3000,0.13431701064109802
1686134154.52764,3100,0.12947486340999603
1686134194.79184,3200,0.09319568425416946
1686134234.962322,3300,0.08878394216299057
1686134275.107353,3400,0.09240198135375977
1686134315.298403,3500,0.0642334371805191
1686134355.456358,3600,0.0732407346367836
1686134395.661992,3700,0.15047772228717804
1686134435.95475,3800,0.0694519653916359
1686134476.272561,3900,0.06271783262491226
1686134516.545325,4000,0.05470255762338638
1686134558.72776,4100,0.37387940287590027
1686134599.024859,4200,0.0631817877292633
1686134639.253369,4300,0.06336666643619537
1686134679.702832,4400,0.06478790193796158
1686134719.999204,4500,0.10330815613269806
1686134760.43483,4600,0.04341675713658333
1686134791.015583,4700,0.07148011773824692
1686134814.00239,4800,0.022634463384747505
1686134837.102861,4900,0.05386525020003319
1686134860.175205,5000,0.03958555683493614
1686134884.156603,5100,0.05071060732007027
1686134907.270643,5200,0.04842093586921692
1686134930.434024,5300,0.052663907408714294
1686134953.800975,5400,0.027155019342899323
1686134977.228633,5500,0.03268077224493027
1686135000.409044,5600,0.05633770301938057
1686135023.747161,5700,0.028362533077597618
1686135046.972847,5800,0.033643897622823715
1686135070.27752,5900,0.04117026552557945
1686135093.746209,6000,0.05821140855550766
1686135118.103312,6100,0.037335049360990524
1686135141.613749,6200,0.028676806017756462
1686135164.964546,6300,0.02830863557755947
1686135188.356402,6400,0.018664319068193436
1686135211.790402,6500,0.06450310349464417
1686135235.134914,6600,0.10502917319536209
1686135258.727775,6700,0.047956082969903946
1686135282.169866,6800,0.022298559546470642
1686135305.635019,6900,0.033000655472278595
1686135329.11296,7000,0.029282424598932266
1686135353.752505,7100,0.04154234379529953
1686135377.238367,7200,0.013801943510770798
1686135400.898835,7300,0.01916695013642311
1686135424.572572,7400,0.02164551243185997
1686135448.123855,7500,0.020344119518995285
1686135471.683483,7600,0.010787096805870533
1686135495.190431,7700,0.014050282537937164
1686135518.795515,7800,0.03336472064256668
1686135542.43163,7900,0.019336633384227753
1686135566.025725,8000,0.051818154752254486
1686135590.679631,8100,0.01886311173439026
1686135614.425513,8200,0.014473255723714828
1686135637.947959,8300,0.01990095153450966
1686135661.482214,8400,0.010827889665961266
1686135684.991111,8500,0.012430654838681221
1686135708.443119,8600,0.01988643780350685
1686135731.97911,8700,0.022355683147907257
1686135755.463622,8800,0.021620705723762512
1686135779.042336,8900,0.01967395655810833
1686135802.575359,9000,0.02089560218155384
1686135827.431097,9100,0.009366878308355808
1686135851.045594,9200,0.0037782175932079554
1686135874.68739,9300,0.018184619024395943
1686135898.250097,9400,0.10752538591623306
1686135921.958576,9500,0.01112733967602253
1686135945.834921,9600,0.014426594600081444
1686135969.61844,9700,0.015529896132647991
1686135993.426756,9800,0.01019973587244749
1686136017.096219,9900,0.010303311981260777
1686136040.889291,10000,0.016200566664338112
1686136065.965882,10100,0.01370307058095932
1686136089.704251,10200,0.01179761067032814
1686136113.507074,10300,0.009906223975121975
1686136137.258303,10400,0.015904854983091354
1686136161.074927,10500,0.016877785325050354
1686136184.797939,10600,0.013366501778364182
1686136208.54528,10700,0.01381449680775404
1686136232.309744,10800,0.009947679936885834
1686136256.033349,10900,0.00868282001465559
1686136279.81636,11000,0.017232108861207962
1686136304.507596,11100,0.015086268074810505
1686136328.178082,11200,0.006184788886457682
1686136351.910545,11300,0.01107220258563757
1686136375.629049,11400,0.006578577682375908
1686136399.357699,11500,0.01331291813403368
1686136422.985247,11600,0.009720204398036003
1686136446.634791,11700,0.007675428409129381
1686136470.311829,11800,0.006354068871587515
1686136494.041276,11900,0.008738232776522636
1686136517.742303,12000,0.009258522652089596
1686136542.464175,12100,0.005220700055360794
1686136566.142244,12200,0.005231543909758329
1686136589.905511,12300,0.006578214932233095
1686136613.685051,12400,0.01093398965895176
1686136637.506445,12500,0.005972208455204964
1686136661.273193,12600,0.004736398346722126
1686136685.012024,12700,0.053114987909793854
1686136708.809642,12800,0.009073669090867043
1686136732.632043,12900,0.010564198717474937
1686136756.531283,13000,0.013062584213912487
1686136781.46543,13100,0.006460693199187517
1686136805.109799,13200,0.007805314846336842
1686136828.872333,13300,0.005908438470214605
1686136852.484703,13400,0.0074422466568648815
1686136876.135578,13500,0.15926751494407654
1686136899.800419,13600,0.007174363825470209
1686136923.530015,13700,0.006054318975657225
1686136947.38818,13800,0.005411663558334112
1686136971.139081,13900,0.006220201030373573
1686136994.836337,14000,0.007917864248156548
1686137019.485793,14100,0.008485812693834305
1686137043.187505,14200,0.006184265948832035
1686137066.952296,14300,0.0075759380124509335
1686137090.661659,14400,0.004335577599704266
1686137114.359374,14500,0.005308276973664761
1686137138.134401,14600,0.005577052012085915
1686137161.896151,14700,0.008432150818407536
1686137185.611433,14800,0.005389322992414236
1686137209.432116,14900,0.00576509814709425
1686137233.317465,15000,0.0069936905056238174
1686137258.100507,15100,0.0065088942646980286
